Pays;Annee;actu_moyenne;actu_top3;consulat_moyenne;consulat_top3;guides_moyenne;guides_top3;loisirs_moyenne;loisirs_top3;politique_moyenne;politique_top3;religion_moyenne;religion_top3;reservations_moyenne;reservations_top3;sante_moyenne;sante_top3;stats_moyenne;stats_top3;tourisme_moyenne;tourisme_top3
Bangladesh;2005;-0,424971072;1,146128419;0,001691589;0,020190969;-0,030757544;-0,014046944;-0,005180293;0,001732434;0,022265061;0,511391322;-0,013583129;0,006700102;-0,002575282;0,058633671;-0,013424952;0,01433742;0,18340261;1,512516204;-0,393637689;1,048896143
Bangladesh;2010;-0,050186423;2,109628932;0,000988413;0,02429869;-0,03042734;-0,007452622;-0,00410855;0,011864441;-0,045040257;0,619403882;-0,009550906;0,040490905;-0,006319573;0,030645556;0,037220383;0,379433452;0,00652824;0,582584551;-0,261981698;1,366217226
Bangladesh;2015;-0,300187607;1,810347151;-0,002911292;0,010931959;-0,017917842;0,115688339;-0,001537248;0,037684231;0,039306563;0,663805817;-0,006740677;0,026310174;0,015496654;0,245414488;-0,016202149;-0,000543629;-0,069199453;0,297252191;-0,446815618;0,344802714
Bangladesh;2019;-0,698677096;0,200914095;4,2756E-05;0,045780274;-0,035290244;-0,0210025;-0,006696799;-0,000481423;0,266891274;0,847926269;0,032001374;0,338278234;-0,01610251;0,003922754;-0,016894474;0,00046147;-0,017959491;0,773002949;-0,677603967;-0,450427112
Barbade;2005;0,072077416;1,708102352;-0,001139362;0,012647325;-0,018680545;0,074122794;-0,00205474;0,020095948;-0,078758843;0,538998343;-0,008172101;0,064469146;0,024750538;0,336538046;0,027949863;0,357853743;0,087567859;0,809873499;0,031425066;1,65026229
Barbade;2010;0,587819623;2,270556459;0,003892806;0,0325002;-0,011523791;0,077170301;-0,004961443;0,000468325;-0,307896599;0,008354248;-0,016034463;-0,004024307;0,000940756;0,066132753;0,018210627;0,195649577;-0,044440969;0,590121603;0,611134258;2,319011395
Barbade;2015;0,9206382;2,343571269;-0,003487366;0,007619163;0,033123518;0,512755339;-0,00626102;0,002510411;-0,326512502;0,043744898;-0,014251728;0,012617239;0,046407541;0,404584041;-0,013634775;0,028175932;-0,145672181;0,060808873;1,182559577;2,491378978
Barbade;2019;-0,159545514;1,818144984;0,010538306;0,078156633;0,032864056;0,512043858;-0,005813555;0,000627288;-0,12561572;0,357893153;-0,013122335;0,016182164;-0,007752886;0,029344901;0,014470537;0,254879408;0,043699636;1,009230225;-0,195435989;1,751563321
Belgique;2005;-0,520523681;0,417516318;0,004032645;0,043641158;-0,027237532;0,005789127;-0,001629477;0,017827236;0,003851757;0,644037422;-0,012747076;0,01571103;-0,00705528;0,033336557;-0,013815036;0,002324572;0,081584985;1,004073616;-0,453585056;0,416732056
Belgique;2010;-0,162517043;1,926774165;0,004549715;0,049495911;-0,028501891;0,008263415;-0,005907989;-0,001365087;0,08771449;0,7681534;-0,010632667;0,00691787;-0,006004076;0,054927689;-0,009935731;0,027073598;0,005800247;0,509628674;-0,301231956;1,28951909
Belgique;2015;-0,096418005;1,901148779;0,004300059;0,038360854;0,023035416;0,434392216;-0,003825596;0,015068449;-0,058320512;0,521139232;-0,01097051;0,010857725;0,017844932;0,264550092;0,005178438;0,18060682;-0,062352936;0,370059919;-0,190894942;1,732753645
Belgique;2019;-0,602002398;0,650115675;-0,000434115;0,033713198;-0,035386592;-0,020798681;0,024618929;0,289150692;0,169728742;0,866601501;0,047789941;0,489134792;-0,013566315;0,019605874;-0,014143367;0,027355109;-0,018907495;0,703084216;-0,537164179;0,67114264
Belize;2005;0,645656446;2,365500469;-0,00146816;0,020464009;0,10737687;1,272810868;0,011147299;0,150206762;-0,242259418;0,337012352;-0,017185551;-0,003645899;-0,006600781;0,03404838;0,017875505;0,306081905;0,023091811;1,092281184;0,606809311;2,50963361
Belize;2010;0,950953255;2,276370297;-0,003060862;0,01367263;0,115577952;1,087841805;-0,005313873;0,005435433;-0,338601633;0,019340715;-0,016499117;0,002122844;0,045692518;0,460195237;-0,014059183;0,011337988;-0,10037923;0,419243825;1,228219969;2,434031943
Belize;2015;1,238111069;2,288586773;-0,001858569;0,02138961;0,056614;0,586190963;-0,006120736;0,003104186;-0,357701091;-0,088119506;-0,016498834;-0,000870128;0,040247975;0,421451353;0,001608533;0,166900378;-0,152392927;3,43851E-05;1,483023192;2,630058872
Belize;2019;0,522872427;2,101989898;0,010016824;0,101185034;-0,022654383;0,045923987;-0,007111893;-0,002852487;-0,212764746;0,327165848;-0,013191006;0,02111129;-0,007622283;0,032729368;0,04809881;0,554805825;-0,03817079;0,820569777;0,731185396;2,52443347
Bhoutan;2005;0,15749682;2,256737938;-0,003674154;0,007557011;0,029079366;0,474327335;0,006587855;0,099541543;-0,067618737;0,64643396;-0,010579076;0,015679207;-0,013235635;0,028038975;-0,015413953;-0,001159083;0,089012685;1,16846986;0,255275306;2,486978193
Bhoutan;2010;0,267282524;2,176446857;-0,001673141;0,020621011;0,035979262;0,507733292;-0,002008934;0,032377252;-0,162672868;0,460614308;-0,014673139;0,006447348;0,018469063;0,266682679;0,005481715;0,191636985;-0,05718761;0,490763702;0,398805361;2,480262527
Bhoutan;2015;0,195363872;2,279772538;-0,001073521;0,015057132;-0,014672774;0,132024908;-0,003940006;0,016507341;-0,176934127;0,174049952;-0,016376825;-0,005834853;0,026243574;0,276953867;0,002260781;0,15362746;-0,091157866;0,195144275;0,288363211;2,137909606
Bhoutan;2019;0,086906214;1,648667417;0,001031725;0,04404389;-0,026934024;-0,007623254;-0,0063573;0,001686876;-0,165409466;0,453733151;-0,010981777;0,026105529;-0,003155227;0,079808842;-0,017887049;-0,007259558;-0,054384471;0,724038139;0,169975003;1,758267181
Biélorussie;2005;-0,51655997;0,979871359;-0,000197559;0,019700792;-0,024619804;0,026112132;-0,003303539;0,012930629;0,11670344;0,897136727;-0,009022034;0,017927869;-0,008049963;0,050508676;-0,009676922;0,036823345;0,011310402;0,711776782;-0,39911396;1,099214479
Biélorussie;2010;-0,309424821;1,910455249;0,002151085;0,035917636;-0,017999908;0,087370896;0,015118781;0,172804118;0,097563466;0,753572942;-0,009592487;0,03022362;0,017763499;0,240563721;-0,015487333;0,006784997;-0,031434847;0,392341174;-0,283752541;1,821740337
Biélorussie;2015;-0,070049222;1,9297827;3,13589E-05;0,026150185;0,041530522;0,552881089;-0,006272424;-0,003221278;0,082566175;0,828404758;-0,013225209;0,005235482;0,016072763;0,239623675;-0,015489773;0,009337267;-0,004670971;0,526108673;-0,011414142;2,12500627
Biélorussie;2019;-0,443243787;1,165638435;0,005190641;0,071711902;-0,030818618;-0,007191508;0,006149989;0,108166343;0,227826351;0,787971935;0,022730423;0,311498496;-0,012706656;0,010567782;-0,01703138;0,005440158;0,027124324;0,472076171;-0,409907643;1,57650145
Birmanie;2005;0,269050052;1,837854667;-0,004128656;0,005697725;0,020521149;0,347125322;-0,004518734;6,80634E-05;-0,110193918;0,684042643;-0,008753834;0,020507859;-0,004814977;0,039693345;-0,014599057;0,000936357;-0,032100279;0,522908433;0,360919067;2,006781595
Birmanie;2010;0,722232103;2,369940679;0,001690168;0,035087519;0,10736018;1,214368621;-0,006006518;0,003479391;-0,122683074;0,934201181;0,024185694;0,378369948;-0,006617402;0,050960799;0,034853562;0,461768625;-0,083252456;0,461522191;0,844183113;2,589707319
Birmanie;2015;0,494425535;2,298001048;-0,001331955;0,016996172;0,032084875;0,497785142;-0,006482768;0,000670016;-0,021520888;0,735897519;-0,009261109;0,013333387;-0,010563457;0,025461345;-0,011651954;0,048117593;-0,088503151;0,258756557;0,661471794;2,641623113
Birmanie;2019;-0,144398884;1,977362338;0,000194261;0,039660714;0,007187715;0,339576241;0,007836836;0,127113216;0,216152615;0,878539567;0,035891659;0,338872243;-0,010672442;0,035572476;-0,000572329;0,152525976;-0,10211951;0,161640408;0,028278471;2,424801878
Bolivie;2005;0,35590963;2,194871086;-0,004002161;0,010059509;-0,00069373;0,244570331;-0,005464433;0,007091314;-0,073972821;0,776466749;-0,003371723;0,035559285;-0,014962761;0,005197561;0,035991897;0,440350397;-0,000114853;0,693537693;0,345924412;2,402770186
Bolivie;2010;0,062983661;1,766709999;0,000759026;0,028908805;-0,029649721;-0,008142321;-0,005949031;0,005333449;0,046111559;0,68565882;-0,006912627;0,029318717;-0,015363472;0,005434497;0,021833661;0,326342019;-0,009033776;0,379893616;0,070318599;1,890525432
Bolivie;2015;0,305550798;1,864166566;-0,004489678;0,004634942;-0,007281833;0,173229927;-0,005388641;0,005947539;-0,070220026;0,673287357;0,016003799;0,215212846;0,017377019;0,246840532;-0,017462309;-0,002066099;-0,092355972;0,276958819;0,401589342;1,900489967
Bolivie;2019;-0,377189889;1,957630226;-0,00175498;0,035550166;0,02975547;0,5840294;0,00338759;0,098710796;0,344124272;0,81477818;0,031735264;0,254767155;-0,016895303;0,003576706;-0,001091179;0,159993501;-0,059289651;0,161630125;-0,294861676;2,044250332
Bosnie-Herzégovine;2005;-0,359462252;1,261940189;-0,001435957;0,014630655;-0,029561599;0,001872228;-0,005244846;0,000919627;0,248830716;0,972237556;0,008033111;0,146609597;-0,011278867;0,026407419;-0,01617145;-0,00164434;0,170458937;1,046299239;-0,44371744;0,966172243
Bosnie-Herzégovine;2010;0,018000806;2,292747696;-0,003013147;0,007380752;0,038794924;0,561976375;0,023552189;0,245064578;0,066191698;0,880968161;0,015534588;0,200851422;0,009655623;0,199942328;-0,015200169;0,007223066;0,00054666;0,446879541;-0,063690644;2,142269791
Bosnie-Herzégovine;2015;-0,237249577;1,986150814;0,000131504;0,031828371;0,02008337;0,382001894;-0,005057812;0,00563995;0,234379168;0,823272009;0,058124535;0,522967402;-0,010735504;0,028220511;0,006869211;0,178038923;0,043461104;0,730477617;-0,203156153;2,228226795
Bosnie-Herzégovine;2019;-0,46275121;0,985745874;0,012531655;0,108793581;0,014694107;0,366067789;0,025124451;0,252619983;0,189539275;0,911930988;-0,002556955;0,054608126;-0,011539208;0,019438028;0,043369134;0,493353541;0,002296795;0,676748728;-0,400737874;1,145353131
Botswana;2005;0,682361401;2,343754245;-0,002891604;0,01821912;-0,022131676;0,004875478;-0,002420954;0,014195073;-0,185603019;0,740115854;-0,016488069;-0,004438844;-0,00537244;0,042194833;0,038896676;0,442258831;0,005135343;1,031116488;0,811174841;2,646062029
Botswana;2010;0,832782859;2,313849812;-0,001707958;0,015235442;0,055909146;0,728080911;-0,005869859;-5,32046E-05;-0,28482146;0,273777288;-0,019088597;-0,010597802;0,016845473;0,241769243;-0,011689343;0,036010011;-0,027074821;0,854504839;0,867109648;2,683285964
Botswana;2015;1,093056134;2,271807199;-0,003550621;0,011128986;0,080445639;0,867046681;-0,00595603;-0,002159713;-0,321305663;0,019125228;-0,017848309;-0,00495506;0,009203069;0,236977026;0,001651809;0,155578586;-0,144496065;-0,008616068;1,124153941;2,470717221
Botswana;2019;-0,134504582;1,774148749;-0,001669827;0,029841992;-0,030729136;0,004813087;0,009141861;0,140888121;-0,025425289;0,848069025;0,017651823;0,29709583;-0,010754399;0,039427826;-0,017793417;-0,002886634;-0,031663469;0,803465818;-0,024847761;2,206377364
Brésil;2005;-0,535532963;0,908483939;-0,003495135;0,010102614;-0,031052609;-0,016479985;-0,005847785;0,005983753;0,125795602;0,676089001;-0,010619024;0,010956403;-0,012922243;0,021908739;-0,015677061;0,005754674;0,243006124;1,29193394;-0,59872555;-0,216318041
Brésil;2010;-0,197180785;2,005010468;-0,002605842;0,010397834;-0,025015472;0,023487851;-0,006925489;-0,002250216;0,119042548;0,60855443;-0,01237182;0,009850693;-0,01063332;0,032242792;-0,016237976;0,009085025;0,034145552;0,423484996;-0,233667119;1,951533346
Brésil;2015;-0,112614973;1,820813156;-0,000467639;0,01334981;-0,016043248;0,069210872;-0,005139551;0,001561419;-0,010329795;0,450629646;-0,013073711;0,005223552;-0,013492421;0,012621327;-0,017383149;-0,008771409;0,007751486;0,642223482;-0,228325213;1,6241199
Brésil;2019;-0,617267079;0,654618467;-0,000821945;0,035557733;-0,034696855;-0,01013473;0,023265623;0,283215663;0,206263986;0,806736667;0,045755603;0,469501402;-0,017262654;0,004630433;-0,000503405;0,144874365;-0,052964321;0,501636264;-0,586933289;0,271112364
Brunei;2005;0,015338504;1,926001603;-0,002831753;0,010027551;-0,000839245;0,222674986;0,004487042;0,07077216;-0,151023031;0,523536085;-0,014216262;0,007953555;0,000289613;0,068269846;0,051074753;0,565600307;0,121954807;1,297444483;-0,182739474;1,652165463
Brunei;2010;-0,052458856;2,083333958;-0,001082925;0,02338409;-0,023222548;0,019793905;0,032883135;0,330317916;-0,296145523;-0,073103884;-0,014515993;0,013535427;0,011019059;0,117762157;-0,009185796;0,030858935;-0,115221814;0,297179707;0,178709667;2,47880877
Brunei;2015;0,309355701;2,118612298;0,000799335;0,027183711;0,084695156;0,727269268;-0,005994876;-0,001816558;-0,215054399;0,398005031;-0,014104173;0,010495908;0,084259298;0,615956273;-0,015211449;-0,000819066;-0,046742392;0,619892076;0,535747722;2,304163272
Brunei;2019;-0,627024083;0,980462766;-0,002398744;0,016612629;-0,034292297;-0,013921572;0,008466182;0,135144835;0,303838766;0,822256083;0,028150177;0,287640955;-0,014599276;0,003171897;-0,016089073;0,00062626;-0,117464814;0,108170645;-0,584312602;0,426147986
Bulgarie;2005;-0,086751074;2,11522503;0,004886018;0,036283872;0,00490408;0,316251487;-0,005862077;-0,000964435;-0,008530562;0,480920557;-0,015434142;-0,003658694;0,001544809;0,164757254;-0,012965647;0,014997558;0,150244521;1,079575832;-0,033375875;2,273575294
Bulgarie;2010;0,143325454;2,174544997;-0,001080146;0,026213486;-0,026444873;0,017363197;-0,004824626;0,007975779;-0,03776034;0,627417242;-0,009216887;0,015090179;-0,009950613;0,03391617;0,005880262;0,168854226;-0,056282997;0,293903084;0,208945;2,053849304
Bulgarie;2015;0,348603827;2,251738959;-0,000954543;0,0266462;0,025279811;0,432471713;-0,006700687;-0,002873564;-0,086201357;0,529088825;-0,012836678;0,007520322;0,016055336;0,229380849;-0,018142265;-0,011648246;-0,064209282;0,19938325;0,378994749;2,168036239
Bulgarie;2019;-0,512587618;1,239446766;0,000895406;0,041346284;-0,029602865;0,006857684;-0,006999571;-0,002424209;0,197959032;0,754341272;0,01166252;0,158106558;-0,015581817;0,004220568;-0,017046823;-0,002084713;-0,030439887;0,468284313;-0,426647552;1,428113642
Burkina Faso;2005;-0,161856184;1,640793239;0,007098683;0,030275777;0,058351736;0,572472368;-0,005770787;0,000490366;0,128256588;0,724446492;-0,012988888;0,012007749;-0,01448494;0,016861446;-0,004949442;0,059951439;0,348217741;1,457180093;-0,364315982;1,249639594
Burkina Faso;2010;-0,222418328;1,960931438;0,003162893;0,018504945;-0,02468566;0,01987013;-0,005465039;-0,000630599;0,076780382;0,72939375;-0,012830438;0,006962629;-0,007804589;0,024943419;-0,010595644;0,029134029;0,05473492;0,616517276;-0,343524115;1,427329734
Burkina Faso;2015;-0,191802931;2,085259133;-0,00057851;0,015633012;0,044626839;0,542035611;0,013094221;0,136115664;0,216384661;0,834959375;-0,011371847;0,0093846;0,019289433;0,237241578;-0,018515407;-0,014158262;0,051275691;0,619333717;-0,292062369;1,829688432
Burkina Faso;2019;-0,655356447;0,479918908;0,007885757;0,080601752;-0,035436835;-0,020832541;0,043372895;0,389012744;0,324502858;0,916611652;0,034087807;0,268200527;-0,014242088;0,008751829;0,005337409;0,179700541;-0,04269744;0,5706275;-0,664102852;-0,327055364
Burundi;2005;-0,432449683;1,353475411;0,001410312;0,01860294;-0,028523916;0,000328035;-0,003469033;0,014657969;0,290708559;0,810709857;-0,004869273;0,03811144;-0,012247691;0,022289704;-0,015859253;-0,003919297;0,143860938;0,892272208;-0,649820952;-0,359536867
Burundi;2010;-0,092274307;1,808898557;0,009218426;0,070604756;-0,03047632;0,004702448;-0,00609491;-0,003492449;0,126772926;0,863862971;-0,008576498;0,013387319;-0,011899689;0,01521249;-0,011387083;0,017025077;0,011297962;0,477980474;-0,496849335;0,531364973
Burundi;2015;-0,419567658;1,835298605;-0,002491535;0,02258455;-0,036550436;-0,025170445;-0,00693514;-0,005525122;0,41046003;0,923860458;0,043402562;0,35169222;-0,01456194;0,016924841;-0,018770931;-0,012948117;-0,090546589;0,129598049;-0,574108699;0,055364529
Burundi;2019;-0,693695353;0,029783686;0,009354447;0,079263388;-0,035942758;-0,029068783;-0,006247313;-0,001250135;0,370659272;0,843397849;0,031770651;0,282015162;-0,010119841;0,018047275;0,027936048;0,354282552;0,125638387;1,042910508;-0,690214471;-0,57963211
Côte d’Ivoire;2005;-0,115771851;1,654482245;-0,002445278;0,00690706;0,06050735;0,574960696;0,004293391;0,053257754;0,027535642;0,644842308;-0,007285229;0,025797376;-0,00228908;0,053339721;-0,015787625;-0,003746492;0,091751823;0,851968284;-0,501238308;0,392918027
Côte d’Ivoire;2010;-0,021516489;2,038466262;-0,002253323;0,016262162;-0,031336088;-0,003532223;-0,004673825;0,010320705;0,181967722;0,799657165;0,015396676;0,211945837;-0,006140783;0,070783347;-0,016987656;-0,003363817;-0,001777003;0,455977213;-0,426135209;1,020575437
Côte d’Ivoire;2015;-0,155807019;1,988086461;0,000472035;0,019086318;0,018060448;0,376362471;-0,005942935;-0,002402039;0,150792461;0,757262066;0,011419193;0,189752054;-0,013053844;0,010989703;-0,016080562;-0,003244942;0,069991934;0,837528918;-0,151515262;2,233932148
Côte d’Ivoire;2019;-0,488413235;0,673398084;0,009201914;0,078794505;-0,024848553;0,042580152;-0,006523791;-0,000644301;0,156020291;0,714009646;-0,011174942;0,020122644;0,010434919;0,193328729;0,05421861;0,523696561;0,129189363;0,979999751;-0,583367113;0,112908541
Cambodge;2005;0,209303305;1,867601239;-0,002358345;0,015772353;-0,024445334;0,025595841;-0,005956087;0,000674341;0,004740197;0,853268238;-0,009469226;0,011180526;-0,014093149;0,009220526;-0,016246286;-0,004662498;0,009992605;0,893082823;0,235499614;2,236057694
Cambodge;2010;0,577907341;2,17067148;-0,00055066;0,026138347;0,015412751;0,388772286;-0,005493876;0,008276809;-0,155338719;0,421090161;-0,013449709;0,005712079;-0,011703095;0,029388321;0,026505819;0,397171311;-0,108453746;0,169105286;0,569449323;2,45665737
Cambodge;2015;0,262379769;2,305442635;-0,001574471;0,013888565;-0,002741674;0,201462144;-0,00556473;0,006422237;-0,09969477;0,534279225;-0,015714027;0,006396025;0,02693595;0,305178058;-0,016989586;-0,003882142;-0,112636312;0,122432108;0,478296221;2,669107556
Cambodge;2019;-0,051499506;1,543401008;0,000184713;0,04535779;-0,030690594;-0,00811809;-0,007978997;-0,005624427;0,015803254;0,720234216;0,043843185;0,490887011;-0,006820949;0,07999883;0,001287528;0,188498271;-0,121992625;0,077597815;0,145025367;1,989143706
Cameroun;2005;-0,216089416;1,230236616;0,000239895;0,014861058;0,03204903;0,46399413;0,008889746;0,100839585;0,044344022;0,63796517;-0,016097388;0,00289239;-0,013256421;0,014059817;-0,014062711;-0,001219956;0,199034481;1,071145196;-0,245857576;1,223503714
Cameroun;2010;-0,022381139;2,03578334;-0,001268801;0,01461722;-0,025085825;0,033247908;-0,004582002;0,009854218;0,092564769;0,64491861;-0,010513557;0,006840066;-0,010482274;0,033848893;-0,016058982;0,005406097;0,043395462;0,683166159;-0,383429169;0,898613629
Cameroun;2015;-0,289796594;1,825374987;-0,000397491;0,013918233;-0,013322972;0,128137992;-0,00465033;0,012712608;0,134957724;0,675930959;-0,011447188;0,012792391;0,016401279;0,225095003;-0,012815055;0,027965432;-0,03315866;0,337490061;-0,221715044;1,575180092
